PROVINCIA,DISPOSITIVO,DESC_ESTADO_TRX,DESC_GRUPO_TIPO_TRX,DESC_MARCA,DESC_TIPO_DISPOSITIVO,DESC_TIPO_INSTITUCION,DESC_TIPO_UBICACION,INSTITUCION_ADQUIRENTE,INSTITUCION_AUTORIZADORA,NRO_TRANSACCIONES,TIPO,VALOR_TRANSACCION
CAﾑAR,2240908-COOP. JEP,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,BANCO DE MACHALA,1,INTERBANCARIAS,50.5
LOJA,23415182-BANCO GUAYAQUIL,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,ISLA,BANCO GUAYAQUIL,BANCO PRODUBANCO,1,INTERBANCARIAS,100.5
EL ORO,2240427-COOP. JEP,PROCESADA NO AUTORIZ,CONSULTAS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,BANCO DE MACHALA,1,INTERBANCARIAS,0
GUAYAS,2062539-BANCO PICHINCHA,PROCESADA NO AUTORIZ,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,AGENCIA,BANCO PICHINCHA,BANCO PRODUBANCO,1,INTERBANCARIAS,10
GUAYAS,2240427-COOP. JEP,PROCESADA AUTORIZADA,CONSULTAS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,BANCO DE MACHALA,9,INTERBANCARIAS,0
IMBABURA,2240800-COOP. JEP,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,COOP. JARDIN AZUAYO,2,INTERBANCARIAS,141
GUAYAS,2240908-COOP. JEP,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,BANCO DE MACHALA,1,INTERBANCARIAS,15.5
AZUAY,2063546-BANCO PICHINCHA,PROCESADA AUTORIZADA,RETIROS,NCR     ,CAJERO AUTOMATICO,BANCOS,AGENCIA,BANCO PICHINCHA,BANCO PICHINCHA,1,Propias,400
EL ORO,23406234-BANCO GUAYAQUIL,PROCESADA NO AUTORIZ,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,ISLA,BANCO GUAYAQUIL,BANCO DE MACHALA,1,INTERBANCARIAS,100.5
GUAYAS,25229107-RED TRANSACCIONAL COONECTA,PROCESADA AUTORIZADA,RETIROS,NCR     ,NO REGISTRADO,AUXILIAR DE PAGOS,AGENCIA,RED TRANSACCIONAL COONECTA,BANCO INTERNACIONAL,1,INTERBANCARIAS,50.5
GUAYAS,2240676-COOP. JEP,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,BANCO DE MACHALA,2,INTERBANCARIAS,111
ORELLANA,2061240-BANCO PICHINCHA,PROCESADA NO AUTORIZ,RETIROS,GRG,NO REGISTRADO,BANCOS,AGENCIA,BANCO PICHINCHA,COOP. 29 DE OCTUBRE,1,INTERBANCARIAS,50
LOS RﾍOS,2240427-COOP. JEP,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,BANCO DE MACHALA,2,INTERBANCARIAS,201
ESMERALDAS,2330106-BANCO BOLIVARIANO,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,ISLA,BANCO BOLIVARIANO,BANCO PRODUBANCO,1,INTERBANCARIAS,100.5
GUAYAS,2240913-COOP. JEP,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,BANCO DE MACHALA,3,INTERBANCARIAS,211.5
GUAYAS,2061086-BANCO PICHINCHA,PROCESADA AUTORIZADA,RETIROS,GRG,CAJERO AUTOMATICO DEPOSITARIO,BANCOS,AGENCIA,BANCO PICHINCHA,BANCO PICHINCHA,1,Propias,10
ESMERALDAS,2240427-COOP. JEP,PROCESADA NO AUTORIZ,RETIROS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,BANCO DE MACHALA,1,INTERBANCARIAS,50.5
PICHINCHA,2200482-BANCO INTERNACIONAL,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,ISLA,BANCO INTERNACIONAL,BANCO PRODUBANCO,1,INTERBANCARIAS,100.5
GUAYAS,2240427-COOP. JEP,PROCESADA NO AUTORIZ,RETIROS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,BANCO DE MACHALA,1,INTERBANCARIAS,90.5
GUAYAS,2170213-BANCO DEL AUSTRO,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,AGENCIA,BANCO DEL AUSTRO,BANCO GUAYAQUIL,1,INTERBANCARIAS,100.5
GUAYAS,2240427-COOP. JEP,PROCESADA NO AUTORIZ,RETIROS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,BANCO DE MACHALA,4,INTERBANCARIAS,372
MANABﾍ,2062323-BANCO PICHINCHA,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,AGENCIA,BANCO PICHINCHA,BANCO DINERS CLUB,1,INTERBANCARIAS,500
GUAYAS,2240327-COOP. JEP,PROCESADA NO AUTORIZ,RETIROS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,BANCO DE MACHALA,1,INTERBANCARIAS,50.5
EL ORO,2062524-BANCO PICHINCHA,PROCESADA NO AUTORIZ,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,AGENCIA,BANCO PICHINCHA,BANCO PRODUBANCO,1,INTERBANCARIAS,80
EL ORO,2240419-COOP. JEP,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,BANCO DE MACHALA,7,INTERBANCARIAS,443.5
CAﾑAR,2061411-BANCO PICHINCHA,PROCESADA AUTORIZADA,RETIROS,NCR     ,CAJERO AUTOMATICO,BANCOS,AGENCIA,BANCO PICHINCHA,BANCO PICHINCHA,1,Propias,50
EL ORO,23407228-BANCO GUAYAQUIL,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,ISLA,BANCO GUAYAQUIL,BANCO DE MACHALA,2,INTERBANCARIAS,201
PICHINCHA,2620615-EXSERSA S.A.,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,AUXILIAR DE PAGOS,AGENCIA,EXSERSA S.A.,BANCO PRODUBANCO,1,INTERBANCARIAS,10.5
GUAYAS,2330356-BANCO BOLIVARIANO,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,AGENCIA,BANCO BOLIVARIANO,BANCO DE MACHALA,2,INTERBANCARIAS,201
PICHINCHA,2510103-COOP. 23 DE JULIO,PROCESADA AUTORIZADA,RETIROS,NCR,NO REGISTRADO,COOPERATIVA,NO REGISTRADO,COOP. 23 DE JULIO,BANCO PRODUBANCO,1,INTERBANCARIAS,30.5
GUAYAS,2240611-COOP. JEP,PROCESADA NO AUTORIZ,CONSULTAS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,BANCO DE MACHALA,1,INTERBANCARIAS,0
PICHINCHA,2200453-BANCO INTERNACIONAL,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,ISLA,BANCO INTERNACIONAL,BANCO PRODUBANCO,1,INTERBANCARIAS,20.5
MANABﾍ,2181685-BANCO DEL PACIFICO,PROCESADA AUTORIZADA,RETIROS,HYOSUNG,NO REGISTRADO,BANCOS,ISLA,BANCO DEL PACIFICO,BANCO DE MACHALA,1,INTERBANCARIAS,50.5
CHIMBORAZO,23407222-BANCO GUAYAQUIL,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,ISLA,BANCO GUAYAQUIL,BANCO PICHINCHA,1,INTERBANCARIAS,10.5
GUAYAS,2240269-COOP. JEP,PROCESADA NO AUTORIZ,RETIROS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,BANCO DE MACHALA,1,INTERBANCARIAS,5.5
GUAYAS,2062818-BANCO PICHINCHA,PROCESADA NO AUTORIZ,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,ISLA,BANCO PICHINCHA,BANCO DINERS CLUB,1,INTERBANCARIAS,100
EL ORO,2240503-COOP. JEP,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,BANCO DE MACHALA,1,INTERBANCARIAS,100.5
PICHINCHA,23406243-BANCO GUAYAQUIL,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,ISLA,BANCO GUAYAQUIL,BANCO PICHINCHA,1,INTERBANCARIAS,20.5
GUAYAS,23400884-BANCO GUAYAQUIL,PROCESADA NO AUTORIZ,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,ISLA,BANCO GUAYAQUIL,BANCO DE MACHALA,3,INTERBANCARIAS,141.5
GUAYAS,2062444-BANCO PICHINCHA,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,AGENCIA,BANCO PICHINCHA,BANCO GUAYAQUIL,2,INTERBANCARIAS,150
GUAYAS,2240427-COOP. JEP,NO PROCESADA,CONSULTAS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,BANCO DE MACHALA,1,INTERBANCARIAS,0
LOS RﾍOS,2063332-BANCO PICHINCHA,PROCESADA AUTORIZADA,RETIROS,NCR     ,CAJERO AUTOMATICO,BANCOS,ISLA,BANCO PICHINCHA,BANCO PICHINCHA,7,Propias,2150
GUAYAS,2240678-COOP. JEP,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,BANCO DE MACHALA,2,INTERBANCARIAS,201
MANABﾍ,2061400-BANCO PICHINCHA,PROCESADA AUTORIZADA,RETIROS,GRG,NO REGISTRADO,BANCOS,ISLA,BANCO PICHINCHA,BANCO DINERS CLUB,1,INTERBANCARIAS,20
LOS RﾍOS,2181718-BANCO DEL PACIFICO,PROCESADA AUTORIZADA,RETIROS,HYOSUNG,NO REGISTRADO,BANCOS,ISLA,BANCO DEL PACIFICO,BANCO DE MACHALA,1,INTERBANCARIAS,20.5
PICHINCHA,2062736-BANCO PICHINCHA,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,ISLA,BANCO PICHINCHA,BANCO PRODUBANCO,2,INTERBANCARIAS,40
PICHINCHA,2240678-COOP. JEP,PROCESADA AUTORIZADA,CONSULTAS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,BANCO DE MACHALA,1,INTERBANCARIAS,0
ESMERALDAS,25226001-RED TRANSACCIONAL COONECTA,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,AUXILIAR DE PAGOS,AGENCIA,RED TRANSACCIONAL COONECTA,BANCO GUAYAQUIL,2,INTERBANCARIAS,41
LOS RﾍOS,2181934-BANCO DEL PACIFICO,PROCESADA AUTORIZADA,RETIROS,HYOSUNG,NO REGISTRADO,BANCOS,ISLA,BANCO DEL PACIFICO,BANCO DE MACHALA,2,INTERBANCARIAS,31
AZUAY,2179191-BANCO DEL AUSTRO,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,AGENCIA,BANCO DEL AUSTRO,BANCO PICHINCHA,1,INTERBANCARIAS,50.5
EL ORO,2062503-BANCO PICHINCHA,PROCESADA NO AUTORIZ,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,AGENCIA,BANCO PICHINCHA,BANCO DE MACHALA,1,INTERBANCARIAS,190
IMBABURA,2291159-COOP. MEGO,PROCESADA AUTORIZADA,RETIROS,NCR,NO REGISTRADO,COOPERATIVA,ISLA,COOP. MEGO,BANCO PICHINCHA,1,INTERBANCARIAS,100.5
EL ORO,23400884-BANCO GUAYAQUIL,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,ISLA,BANCO GUAYAQUIL,BANCO DE MACHALA,1,INTERBANCARIAS,10.5
LOJA,2240629-COOP. JEP,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,BANCO GUAYAQUIL,1,INTERBANCARIAS,45.5
GUAYAS,2240427-COOP. JEP,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,BANCO DE MACHALA,11,INTERBANCARIAS,740.5
COTOPAXI,2063613-BANCO PICHINCHA,PROCESADA AUTORIZADA,RETIROS,NCR     ,CAJERO AUTOMATICO,BANCOS,AGENCIA,BANCO PICHINCHA,BANCO PICHINCHA,3,Propias,820
GUAYAS,2240611-COOP. JEP,PROCESADA NO AUTORIZ,RETIROS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,BANCO DE MACHALA,1,INTERBANCARIAS,40.5
GUAYAS,2062466-BANCO PICHINCHA,PROCESADA NO AUTORIZ,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,AGENCIA,BANCO PICHINCHA,BANCO BANECUADOR,1,INTERBANCARIAS,100
MANABﾍ,2182571-BANCO DEL PACIFICO,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,ISLA,BANCO DEL PACIFICO,BANCO DE MACHALA,3,INTERBANCARIAS,231.5
MANABﾍ,25229201-RED TRANSACCIONAL COONECTA,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,AUXILIAR DE PAGOS,AGENCIA,RED TRANSACCIONAL COONECTA,BANCO BOLIVARIANO,2,INTERBANCARIAS,61
GUAYAS,2181934-BANCO DEL PACIFICO,PROCESADA NO AUTORIZ,RETIROS,HYOSUNG,NO REGISTRADO,BANCOS,ISLA,BANCO DEL PACIFICO,BANCO DE MACHALA,1,INTERBANCARIAS,50.5
COTOPAXI,2240279-COOP. JEP,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,COOP. POLICIA NACIONAL,1,INTERBANCARIAS,100.5
EL ORO,23415189-BANCO GUAYAQUIL,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,ISLA,BANCO GUAYAQUIL,BANCO DE MACHALA,3,INTERBANCARIAS,231.5
AZUAY,2063384-BANCO PICHINCHA,PROCESADA AUTORIZADA,RETIROS,NCR     ,CAJERO AUTOMATICO,BANCOS,AGENCIA,BANCO PICHINCHA,BANCO PICHINCHA,1,Propias,100
GUAYAS,2182423-BANCO DEL PACIFICO,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,ISLA,BANCO DEL PACIFICO,BANCO DE MACHALA,4,INTERBANCARIAS,322
SANTO DOMINGO DE LOS TSﾃ，HILAS,23401850-BANCO GUAYAQUIL,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,ISLA,BANCO GUAYAQUIL,BANCO BANECUADOR,1,INTERBANCARIAS,100.5
GUAYAS,2240423-COOP. JEP,PROCESADA NO AUTORIZ,RETIROS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,BANCO DE MACHALA,1,INTERBANCARIAS,10.5
GUAYAS,23413083-BANCO GUAYAQUIL,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,AGENCIA,BANCO GUAYAQUIL,BANCO DEL AUSTRO,1,INTERBANCARIAS,100.5
PICHINCHA,2240781-COOP. JEP,PROCESADA NO AUTORIZ,RETIROS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,BANCO DE MACHALA,3,INTERBANCARIAS,41.5
PICHINCHA,2062736-BANCO PICHINCHA,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,ISLA,BANCO PICHINCHA,BANCO BANECUADOR,1,INTERBANCARIAS,100
EL ORO,2062441-BANCO PICHINCHA,PROCESADA NO AUTORIZ,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,AGENCIA,BANCO PICHINCHA,BANCO DE MACHALA,1,INTERBANCARIAS,300
ESMERALDAS,2061603-BANCO PICHINCHA,PROCESADA AUTORIZADA,RETIROS,NCR     ,CAJERO AUTOMATICO,BANCOS,AGENCIA,BANCO PICHINCHA,BANCO INTERNACIONAL,1,INTERBANCARIAS,100
GUAYAS,2240047-COOP. JEP,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,COOPERATIVA,AGENCIA,COOP. JEP,BANCO DE MACHALA,1,INTERBANCARIAS,50.5
PICHINCHA,2240449-COOP. JEP,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,BANCO BOLIVARIANO,1,INTERBANCARIAS,100.5
GUAYAS,2240336-COOP. JEP,NO PROCESADA,CONSULTAS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,BANCO DE MACHALA,1,INTERBANCARIAS,0
EL ORO,2062565-BANCO PICHINCHA,PROCESADA NO AUTORIZ,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,AGENCIA,BANCO PICHINCHA,COOP. 29 DE OCTUBRE,2,INTERBANCARIAS,20
EL ORO,2182499-BANCO DEL PACIFICO,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,ISLA,BANCO DEL PACIFICO,BANCO DE MACHALA,3,INTERBANCARIAS,211.5
PICHINCHA,2170318-BANCO DEL AUSTRO,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,AGENCIA,BANCO DEL AUSTRO,BANCO BANECUADOR,1,INTERBANCARIAS,100.5
GUAYAS,2182437-BANCO DEL PACIFICO,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,ISLA,BANCO DEL PACIFICO,BANCO DE MACHALA,1,INTERBANCARIAS,100.5
ORELLANA,2063398-BANCO PICHINCHA,PROCESADA AUTORIZADA,RETIROS,NCR     ,CAJERO AUTOMATICO,BANCOS,AGENCIA,BANCO PICHINCHA,BANCO PRODUBANCO,1,INTERBANCARIAS,10
SANTA ELENA,2182490-BANCO DEL PACIFICO,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,ISLA,BANCO DEL PACIFICO,BANCO DE MACHALA,1,INTERBANCARIAS,100.5
PICHINCHA,2170286-BANCO DEL AUSTRO,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,AGENCIA,BANCO DEL AUSTRO,COOP. POLICIA NACIONAL,2,INTERBANCARIAS,151
GUAYAS,2240336-COOP. JEP,PROCESADA NO AUTORIZ,RETIROS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,BANCO DE MACHALA,2,INTERBANCARIAS,501
TUNGURAHUA,2062575-BANCO PICHINCHA,PROCESADA NO AUTORIZ,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,AGENCIA,BANCO PICHINCHA,BANCO PRODUBANCO,1,INTERBANCARIAS,20
EL ORO,2240781-COOP. JEP,PROCESADA NO AUTORIZ,RETIROS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,BANCO DE MACHALA,1,INTERBANCARIAS,100.5
PICHINCHA,2062968-BANCO PICHINCHA,PROCESADA NO AUTORIZ,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,AGENCIA,BANCO PICHINCHA,BANCO BANECUADOR,3,INTERBANCARIAS,170
EL ORO,2240566-COOP. JEP,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,BANCO DE MACHALA,20,INTERBANCARIAS,825
SANTO DOMINGO DE LOS TSﾃ，HILAS,2062892-BANCO PICHINCHA,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,ISLA,BANCO PICHINCHA,BANCO BANECUADOR,1,INTERBANCARIAS,100
EL ORO,2240336-COOP. JEP,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,BANCO DE MACHALA,6,INTERBANCARIAS,463
GUAYAS,2062239-BANCO PICHINCHA,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,AGENCIA,BANCO PICHINCHA,BANCO PICHINCHA,1,Propias,30
EL ORO,2240423-COOP. JEP,PROCESADA NO AUTORIZ,RETIROS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,BANCO DE MACHALA,1,INTERBANCARIAS,5.5
CARCHI,2240607-COOP. JEP,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,COOP. 29 DE OCTUBRE,1,INTERBANCARIAS,30.5
PICHINCHA,2330107-BANCO BOLIVARIANO,PROCESADA AUTORIZADA,RETIROS,NCR     ,NO REGISTRADO,BANCOS,AGENCIA,BANCO BOLIVARIANO,BANCO DE MACHALA,2,INTERBANCARIAS,121
COTOPAXI,2240278-COOP. JEP,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,BANCO INTERNACIONAL,1,INTERBANCARIAS,100.5
GUAYAS,2062462-BANCO PICHINCHA,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,AGENCIA,BANCO PICHINCHA,BANCO DE MACHALA,1,INTERBANCARIAS,50
GUAYAS,2240204-COOP. JEP,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,BANCO BOLIVARIANO,1,INTERBANCARIAS,85.5
PICHINCHA,2240781-COOP. JEP,PROCESADA NO AUTORIZ,RETIROS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,BANCO DE MACHALA,1,INTERBANCARIAS,200.5
AZUAY,2062662-BANCO PICHINCHA,PROCESADA NO AUTORIZ,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,ISLA,BANCO PICHINCHA,BANCO BANECUADOR,1,INTERBANCARIAS,100
EL ORO,2240566-COOP. JEP,PROCESADA NO AUTORIZ,RETIROS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,BANCO DE MACHALA,8,INTERBANCARIAS,504
TUNGURAHUA,2062283-BANCO PICHINCHA,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,AGENCIA,BANCO PICHINCHA,BANCO BANECUADOR,1,INTERBANCARIAS,20
EL ORO,2182413-BANCO DEL PACIFICO,PROCESADA NO AUTORIZ,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,ISLA,BANCO DEL PACIFICO,BANCO DE MACHALA,2,INTERBANCARIAS,41
PICHINCHA,2062541-BANCO PICHINCHA,PROCESADA NO AUTORIZ,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,AGENCIA,BANCO PICHINCHA,BANCO DINERS CLUB,1,INTERBANCARIAS,50
GUAYAS,2240947-COOP. JEP,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,BANCO DE MACHALA,1,INTERBANCARIAS,100.5
AZUAY,2061219-BANCO PICHINCHA,PROCESADA NO AUTORIZ,RETIROS,GRG,NO REGISTRADO,BANCOS,ISLA,BANCO PICHINCHA,COOP. 29 DE OCTUBRE,1,INTERBANCARIAS,10
GUAYAS,2240781-COOP. JEP,PROCESADA NO AUTORIZ,CONSULTAS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,BANCO DE MACHALA,1,INTERBANCARIAS,0
PICHINCHA,23402087-BANCO GUAYAQUIL,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,ISLA,BANCO GUAYAQUIL,COOP. 29 DE OCTUBRE,1,INTERBANCARIAS,50.5
EL ORO,2240419-COOP. JEP,PROCESADA AUTORIZADA,CONSULTAS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,BANCO DE MACHALA,2,INTERBANCARIAS,0
GUAYAS,23409455-BANCO GUAYAQUIL,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,ISLA,BANCO GUAYAQUIL,COOP. JEP,1,INTERBANCARIAS,10.5
EL ORO,2181915-BANCO DEL PACIFICO,PROCESADA AUTORIZADA,RETIROS,HYOSUNG,NO REGISTRADO,BANCOS,ISLA,BANCO DEL PACIFICO,BANCO DE MACHALA,4,INTERBANCARIAS,372
GUAYAS,2062280-BANCO PICHINCHA,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,AGENCIA,BANCO PICHINCHA,BANCO DE LOJA,1,INTERBANCARIAS,60
LOS RﾍOS,2240568-COOP. JEP,PROCESADA AUTORIZADA,CONSULTAS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,BANCO DE MACHALA,1,INTERBANCARIAS,0
LOJA,2062168-BANCO PICHINCHA,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,AGENCIA,BANCO PICHINCHA,COOP. JEP,1,INTERBANCARIAS,20
COTOPAXI,2330108-BANCO BOLIVARIANO,PROCESADA AUTORIZADA,CONSULTAS,NCR     ,NO REGISTRADO,BANCOS,ISLA,BANCO BOLIVARIANO,BANCO DE MACHALA,1,INTERBANCARIAS,0
PICHINCHA,2063198-BANCO PICHINCHA,PROCESADA AUTORIZADA,RETIROS,NCR     ,CAJERO AUTOMATICO,BANCOS,AGENCIA,BANCO PICHINCHA,BANCO PICHINCHA,3,Propias,680
GUAYAS,2240323-COOP. JEP,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,BANCO DE MACHALA,4,INTERBANCARIAS,192
COTOPAXI,2550100-COOP. POLICIA NACIONAL,NO PROCESADA,RETIROS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. POLICIA NACIONAL,COOP. ATUNTAQUI,1,INTERBANCARIAS,20.5
EL ORO,2182413-BANCO DEL PACIFICO,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,ISLA,BANCO DEL PACIFICO,BANCO DE MACHALA,1,INTERBANCARIAS,100.5
IMBABURA,2063546-BANCO PICHINCHA,PROCESADA AUTORIZADA,RETIROS,NCR     ,CAJERO AUTOMATICO,BANCOS,AGENCIA,BANCO PICHINCHA,BANCO PICHINCHA,1,Propias,500
GUAYAS,23415189-BANCO GUAYAQUIL,PROCESADA NO AUTORIZ,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,ISLA,BANCO GUAYAQUIL,BANCO DE MACHALA,1,INTERBANCARIAS,100.5
GUAYAS,2062382-BANCO PICHINCHA,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,AGENCIA,BANCO PICHINCHA,COOP. POLICIA NACIONAL,1,INTERBANCARIAS,50
